Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
846,Arrokuda,Arrokuda is a Water type Pokémon introduced in Generation 8. Evolves into Barraskewda.,サシカマス (Sashi kamasu),arrow: thin weapon | barracuda: large predatory fish,https://img.pokemondb.net/artwork/arrokuda.jpg,Rush,50,100,Water,,"Swift Swim, Propeller Tail",1 Speed,255,56,Slow,50,50,50,8
847,Barraskewda,Barraskewda is a Water type Pokémon introduced in Generation 8. Evolution of Arrokuda.,カマスジョー (Kamasu jō),barracuda: large predatory fish | skewer: to impale,https://img.pokemondb.net/artwork/barraskewda.jpg,Skewer,130,3000,Water,,"Swift Swim, Propeller Tail",2 Speed,60,172,Slow,50,50,50,8
848,Toxel,"Toxel is an Electric/Poison type Pokémon introduced in Generation 8. It manipulates the chemical makeup of its poison to produce electricity. The voltage is weak, but it can cause a tingling paralysis. Toxel evolves into Toxtricity at level 30, but the form differs depending on the Nature: Note that using a Nature Mint will not change the form received.",エレズン (Erezun),toxic: poisonous | electricity: energy from electric currents,https://img.pokemondb.net/artwork/toxel.jpg,Baby,40,1100,Electric, Poison,"Rattled, Static, Klutz",1 Sp. Atk,75,48,Medium Slow,50,50,50,8
849,Toxtricity,"Toxtricity is an Electric/Poison type Pokémon introduced in Generation 8. It has an electrical organ on its chest. While generating electricity, it fills its surroundings with what sounds like the strumming of a bass guitar. Toxtricity evolves from Toxel at level 30, but the form differs depending on the Nature: Note that using a Nature Mint will not change the form received. Toxtricity has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Stun Shock. Both Amped Form and Low Key Form transform into the same Gigantamax form.",ストリンダー (Sutorindā),toxic: poisonous | electricity: energy from electric currents,https://img.pokemondb.net/artwork/toxtricity-amped.jpg,Punk,160,4000,Electric, Poison,"Punk Rock, Plus, Technician",2 Sp. Atk,45,176,Medium Slow,50,50,50,8
850,Sizzlipede,"Sizzlipede is a Fire/Bug type Pokémon introduced in Generation 8. It wraps prey up with its heated body, cooking them in its coils. Once they're well-done, it will voraciously nibble them down to the last morsel. Evolves into Centiskorch.",ヤクデ (Yaku de),sizzle: frying sound | centipede: insect with many legs,https://img.pokemondb.net/artwork/sizzlipede.jpg,Radiator,70,100,Fire, Bug,"Flash Fire, White Smoke, Flame Body",1 Attack,190,61,Medium Fast,50,50,50,8
851,Centiskorch,"Centiskorch is a Fire/Bug type Pokémon introduced in Generation 8. While its burning body is already dangerous on its own, this excessively hostile Pokemon also has large and very sharp fangs. Centiskorch has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Centiferno.",マルヤクデ (Maruyakude),centipede: insect with many legs | scorch: burn a surface or the ground,https://img.pokemondb.net/artwork/centiskorch.jpg,Radiator,300,12000,Fire, Bug,"Flash Fire, White Smoke, Flame Body",2 Attack,75,184,Medium Fast,50,50,50,8
852,Clobbopus,Clobbopus is a Fighting type Pokémon introduced in Generation 8. Evolves into Grapploct.,タタッコ (Tatakko),"clobber: hit, strike | octopus: marine creature with eight tentacles",https://img.pokemondb.net/artwork/clobbopus.jpg,Tantrum,60,400,Fighting,,"Limber, Technician",1 Attack,180,62,Medium Slow,50,50,50,8
853,Grapploct,Grapploct is a Fighting type Pokémon introduced in Generation 8. Evolution of Clobbopus.,オトスパス (Otosupasu),grapple: fight without weapons | octopus: marine creature with eight tentacles,https://img.pokemondb.net/artwork/grapploct.jpg,Tantrum,160,3900,Fighting,,"Limber, Technician",2 Attack,45,168,Medium Slow,50,50,50,8
854,Sinistea,Sinistea is a Ghost type Pokémon introduced in Generation 8. Evolves into Polteageist.,ヤバチャ (Yabacha),"sinister: evil, ominous | tea: hot drink",https://img.pokemondb.net/artwork/sinistea.jpg,Black Tea,10,20,Ghost,,"Weak Armor, Cursed Body",1 Sp. Atk,120,62,Medium Fast,0,0,50,8
855,Polteageist,Polteageist is a Ghost type Pokémon introduced in Generation 8.,ポットデス (Pottodesu),poltergeist: a ghost | tea: hot drink,https://img.pokemondb.net/artwork/polteageist.jpg,Black Tea,20,40,Ghost,,"Weak Armor, Cursed Body",2 Sp. Atk,60,178,Medium Fast,0,0,50,8
856,Hatenna,"Hatenna is a Psychic type Pokémon introduced in Generation 8. If this Pokemon senses a strong emotion, it will run away as fast as it can. It prefers areas without people. Evolves into Hattrem.",ミブリム (Miburimu),hat: head covering | antenna: appendage on a head,https://img.pokemondb.net/artwork/hatenna.jpg,Calm,40,340,Psychic,,"Healer, Anticipation, Magic Bounce",1 Sp. Atk,235,53,Slow,0,100,50,8
857,Hattrem,"Hattrem is a Psychic type Pokémon introduced in Generation 8. Using the braids on its head, it pummels foes to get them to quiet down. One blow from those braids would knock out a professional boxer. Evolution of Hattena; evolves into Hatterene.",テブリム (Teburimu),hat: head covering | tremble: involuntary shaking,https://img.pokemondb.net/artwork/hattrem.jpg,Serene,60,480,Psychic,,"Healer, Anticipation, Magic Bounce",2 Sp. Atk,120,130,Slow,0,100,50,8
858,Hatterene,"Hatterene is a Psychic/Fairy type Pokémon introduced in Generation 8. If you're too loud around it, you risk being torn apart by the claws on its tentacle. This Pokemon is also known as the Forest Witch. Hatterene has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Smite.",ブリムオン (Burimuon),"hat: head covering | serene: calm, peaceful",https://img.pokemondb.net/artwork/hatterene.jpg,Silent,210,509,Psychic, Fairy,"Healer, Anticipation, Magic Bounce",3 Sp. Atk,45,255,Slow,0,100,50,8
859,Impidimp,"Impidimp is a Dark/Fairy type Pokémon introduced in Generation 8. It sneaks into people's homes, stealing things and feasting on the negative energy of the frustrated occupants. Evolves into Morgrem.",ベロバー (Berobā),imp: mischievous sprite from folklore | rinky-dink: poor quality; deceptive,https://img.pokemondb.net/artwork/impidimp.jpg,Wily,40,550,Dark, Fairy,"Prankster, Frisk, Pickpocket",1 Sp. Atk,255,53,Medium Fast,100,0,50,8
860,Morgrem,"Morgrem is a Dark/Fairy type Pokémon introduced in Generation 8. With sly cunning, it tries to lure people into the woods. Some believe it to have the power to make crops grow. Evolution of Impidimp; evolves into Grimmsnarl.",ギモー (Gimō),morgue: place where dead bodies are kept | gremlin: mischievous creature from folklore,https://img.pokemondb.net/artwork/morgrem.jpg,Devious,80,1250,Dark, Fairy,"Prankster, Frisk, Pickpocket",2 Sp. Atk,120,130,Medium Fast,100,0,50,8
861,Grimmsnarl,"Grimmsnarl is a Dark/Fairy type Pokémon introduced in Generation 8. Its hairs work like muscle fibers. When its hairs unfurl, they latch on to opponents, ensnaring them as tentacles would. Grimmsnarl has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Snooze.",オーロンゲ (Ō ronge),"grim: unpleasant, ugly | snarl: growl with bared teeth",https://img.pokemondb.net/artwork/grimmsnarl.jpg,Bulk Up,150,6100,Dark, Fairy,"Prankster, Frisk, Pickpocket",3 Attack,45,255,Medium Fast,100,0,50,8
862,Obstagoon,"Obstagoon is a Dark/Normal type Pokémon introduced in Generation 8. Obstagoon is an evolution of Linoone found in the Galar region. The Linoone of the Galar region live in harsh conditions compared to those found in other regions, with fierce competition against others of their species. Their survival instincts have been honed as a result, leading to their evolution into Obstagoon.",タチフサグマ (Tachifusaguma),obstacle: something that blocks or hinders progress | raccoon: a small nocturnal carnivore,https://img.pokemondb.net/artwork/obstagoon.jpg,Blocking,160,4600,Dark, Normal,"Reckless, Guts, Defiant",3 Defense,45,260,Medium Fast,50,50,50,8
863,Perrserker,Perrserker is a Steel type Pokémon introduced in Generation 8. Evolution of Galarian Meowth.,ニャイキング (Nyaikingu),purr: sound a cat makes when content | berserker: ancient Norse warrior,https://img.pokemondb.net/artwork/perrserker.jpg,Viking,80,2800,Steel,,"Battle Armor, Tough Claws, Steely Spirit",2 Attack,90,154,Medium Fast,50,50,50,8
864,Cursola,"Cursola is a Ghost type Pokémon introduced in Generation 8. Cursola gather on the night of the full moon and fire off their branches toward the sky. There are various theories on why they might do this - ranging from it being a way to release the energy they’ve absorbed from others, to it being a form of communication between Cursola - but the true reason is still unknown.",サニゴーン (Sanigōn),curse: supernatural power causing harm | solar: of or relating to the Sun,https://img.pokemondb.net/artwork/cursola.jpg,Coral,100,40,Ghost,,"Weak Armor, Perish Body",2 Sp. Atk,30,179,Fast,25,75,50,8
865,Sirfetch'd,"Sirfetch'd is a Fighting type Pokémon introduced in Generation 8. The Farfetch'd of the Galar region can evolve into Sirfetch'd after experiencing many battles. They are calm and collected, and they make a point of always battling fairly. They are so noble in battle that they are often chosen as a motif for paintings.",ネギガナイト (Negiganaito),"sir: noble title | far-fetched: improbable, unlikely",https://img.pokemondb.net/artwork/sirfetchd.jpg,Wild Duck,80,11700,Fighting,,"Steadfast, Scrappy",2 Attack,45,177,Medium Fast,50,50,50,8
866,Mr. Rime,Mr. Rime is an Ice/Psychic type Pokémon introduced in Generation 8.,バリコオル (Barikōru),Mr.: male title of respect | rime: frost | rhyme: words ending in the same sound,https://img.pokemondb.net/artwork/mr-rime.jpg,Comedian,150,5820,Ice, Psychic,"Tangled Feet, Screen Cleaner, Ice Body",3 Sp. Atk,45,182,Medium Fast,50,50,50,8
867,Runerigus,"Runerigus is a Ground/Ghost type Pokémon introduced in Generation 8. Never touch its shadowlike body, or you'll be shown the horrific memories behind the picture carved into it. Evolves from Galarian Yamask.",デスバーン (Desubān),rune: ancient writings carved into stone | egregious: outlandishly bad,https://img.pokemondb.net/artwork/runerigus.jpg,Grudge,160,6659,Ground, Ghost,Wandering Spirit,2 Defense,90,169,Medium Fast,50,50,50,8
868,Milcery,Milcery is a Fairy type Pokémon introduced in Generation 8.,マホミル (Mahomiru),milk: white liquid from cows | sorcery: magic,https://img.pokemondb.net/artwork/milcery.jpg,Cream,20,30,Fairy,,"Sweet Veil, Aroma Veil",1 Sp. Def,200,54,Medium Fast,0,100,50,8
869,Alcremie,"Alcremie is a Fairy type Pokémon introduced in Generation 8. Alcremie can produce whipped cream, which becomes richer the happier Alcremie is feeling. Desserts made using this cream are invariably delicious, so many pastry chefs strive to have an Alcremie as their partner. Alcremie has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Finale.",マホイップ (Mahoippu),alchemy: medieval chemistry | creamy: soft and smooth,https://img.pokemondb.net/artwork/alcremie.jpg,Cream,30,50,Fairy,,"Sweet Veil, Aroma Veil",2 Sp. Def,100,173,Medium Fast,0,100,50,8
870,Falinks,Falinks is a Fighting type Pokémon introduced in Generation 8.,タイレーツ (Tairētsu),phalanx: group of troops/officers in formation | links: connected items,https://img.pokemondb.net/artwork/falinks.jpg,Formation,300,6200,Fighting,,"Battle Armor, Defiant","2 Attack, 1 Sp. Def",45,165,Medium Fast,0,0,50,8
871,Pincurchin,Pincurchin is an Electric type Pokémon introduced in Generation 8.,バチンウニ (Bachinuni),pin cushion: a soft pad holding pins | sea urchin: spiky sea creature,https://img.pokemondb.net/artwork/pincurchin.jpg,Sea Urchin,30,100,Electric,,"Lightning Rod, Electric Surge",2 Attack,75,152,Medium Fast,50,50,50,8
872,Snom,Snom is an Ice/Bug type Pokémon introduced in Generation 8. Evolves into Frosmoth.,ユキハミ (Yukihami),snow: frozen precipitation | moth: a species of insect,https://img.pokemondb.net/artwork/snom.jpg,Worm,30,380,Ice, Bug,"Shield Dust, Ice Scales",1 Sp. Atk,190,37,Medium Fast,50,50,50,8
873,Frosmoth,Frosmoth is an Ice/Bug type Pokémon introduced in Generation 8. Evolution of Snom.,モスノウ (Mosunō),frost: frozen dew | moth: a species of insect,https://img.pokemondb.net/artwork/frosmoth.jpg,Frost Moth,130,4200,Ice, Bug,"Shield Dust, Ice Scales",2 Sp. Atk,75,166,Medium Fast,50,50,50,8
874,Stonjourner,Stonjourner is a Rock type Pokémon introduced in Generation 8.,イシヘンジン (Ishihenjin),stone: a rock | sojourner: a traveller,https://img.pokemondb.net/artwork/stonjourner.jpg,Big Rock,250,52000,Rock,,Power Spot,2 Defense,60,165,Slow,50,50,50,8
875,Eiscue,"Eiscue is an Ice type Pokémon introduced in Generation 8. This Pokemon keeps its heat-sensitive head cool with ice. It fishes for its food, dangling its single hair into the sea to lure in prey.",コオリッポ (Kōrippo),ice cube: frozen water,https://img.pokemondb.net/artwork/eiscue-ice.jpg,Penguin,140,8900,Ice,,Ice Face,2 Defense,60,165,Slow,50,50,50,8
876,Indeedee,Indeedee is a Psychic/Normal type Pokémon introduced in Generation 8.,イエッサン (Iessan),indeed: expression of agreement or emphasis,https://img.pokemondb.net/artwork/indeedee-male.jpg,Emotion,90,2800,Psychic, Normal,"Inner Focus, Synchronize, Psychic Surge",2 Sp. Atk,30,166,Fast,100,0,140,8
877,Morpeko,"Morpeko is an Electric/Dark type Pokémon introduced in Generation 8. Morpeko constantly generates electricity with the sacs in its cheeks. This consumes energy, causing Morpeko to be constantly hungry. When experiencing prolonged hunger, the balance of hormones within Morpeko’s body changes. This causes its fur colour to change and triggers more aggressive and volatile behaviour.",モルペコ (Morupeko),morumotto: Japanese for ‘guinea pig’ | harapeko: Japanese for ‘hungry’,https://img.pokemondb.net/artwork/morpeko-full-belly.jpg,Two-Sided,30,300,Electric, Dark,Hunger Switch,2 Speed,180,153,Medium Fast,50,50,50,8
878,Cufant,Cufant is a Steel type Pokémon introduced in Generation 8. Evolves into Copperajah.,ゾウドウ (Zōdō),Cu: chemical symbol for copper | elephant: large mammal with a trunk,https://img.pokemondb.net/artwork/cufant.jpg,Copperderm,120,10000,Steel,,"Sheer Force, Heavy Metal",1 Attack,190,66,Medium Fast,50,50,50,8
879,Copperajah,"Copperajah is a Steel type Pokémon introduced in Generation 8. Copperajah has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Steelsurge.",ダイオウドウ (Daiōdō),copper: reddish-brown metal | rajah: an Indian prince,https://img.pokemondb.net/artwork/copperajah.jpg,Copperderm,300,65000,Steel,,"Sheer Force, Heavy Metal",2 Attack,90,175,Medium Fast,50,50,50,8
880,Dracozolt,Dracozolt is an Electric/Dragon type Pokémon introduced in Generation 8.,パッチラゴン (Pacchiragon),draco: Latin for ‘dragon’ | volt: unit of electricity,https://img.pokemondb.net/artwork/dracozolt.jpg,Fossil,180,19000,Electric, Dragon,"Volt Absorb, Hustle, Sand Rush",2 Attack,45,177,Slow,0,0,50,8
